,index,image_path,sign_shape,isVal,labels_num
718,761,./trafficsigns_dataset\round\noentry\00560_00002.png,round,1,2
719,762,./trafficsigns_dataset\round\noentry\00570_00000.png,round,1,2
720,763,./trafficsigns_dataset\round\noentry\00570_00001.png,round,1,2
721,764,./trafficsigns_dataset\round\noentry\00570_00002.png,round,1,2
722,765,./trafficsigns_dataset\round\noentry\00571_00000.png,round,1,2
723,766,./trafficsigns_dataset\round\noentry\00571_00001.png,round,1,2
724,767,./trafficsigns_dataset\round\noentry\00571_00002.png,round,1,2
725,768,./trafficsigns_dataset\round\noentry\00665_00000.png,round,1,2
726,769,./trafficsigns_dataset\round\noentry\00665_00001.png,round,1,2
727,770,./trafficsigns_dataset\round\noentry\00665_00002.png,round,1,2
728,771,./trafficsigns_dataset\round\noentry\00678_00000.png,round,1,2
729,772,./trafficsigns_dataset\round\noentry\00678_00001.png,round,1,2
730,773,./trafficsigns_dataset\round\noentry\00678_00002.png,round,1,2
731,774,./trafficsigns_dataset\round\noentry\00687_00000.png,round,1,2
732,775,./trafficsigns_dataset\round\noentry\00687_00001.png,round,1,2
733,776,./trafficsigns_dataset\round\noentry\00687_00002.png,round,1,2
734,777,./trafficsigns_dataset\round\noentry\00697_00000.png,round,1,2
735,778,./trafficsigns_dataset\round\noentry\00697_00001.png,round,1,2
736,779,./trafficsigns_dataset\round\noentry\00697_00002.png,round,1,2
737,780,./trafficsigns_dataset\round\noentry\00702_00000.png,round,1,2
738,781,./trafficsigns_dataset\round\noentry\00702_00001.png,round,1,2
739,782,./trafficsigns_dataset\round\noentry\00702_00002.png,round,1,2
740,783,./trafficsigns_dataset\round\noentry\00713_00000.png,round,1,2
741,784,./trafficsigns_dataset\round\noentry\00713_00001.png,round,1,2
742,785,./trafficsigns_dataset\round\noentry\00713_00002.png,round,1,2
743,786,./trafficsigns_dataset\round\noentry\00713_00003.png,round,1,2
744,787,./trafficsigns_dataset\round\noentry\00717_00000.png,round,1,2
745,788,./trafficsigns_dataset\round\noentry\00717_00001.png,round,1,2
746,789,./trafficsigns_dataset\round\noentry\00717_00002.png,round,1,2
747,790,./trafficsigns_dataset\round\noentry\00725_00000.png,round,1,2
748,791,./trafficsigns_dataset\round\noentry\00725_00001.png,round,1,2
749,792,./trafficsigns_dataset\round\noentry\00725_00002.png,round,1,2
750,793,./trafficsigns_dataset\round\noentry\00727_00000.png,round,1,2
751,794,./trafficsigns_dataset\round\noentry\00727_00001.png,round,1,2
752,795,./trafficsigns_dataset\round\noentry\00727_00002.png,round,1,2
753,796,./trafficsigns_dataset\round\noentry\00840_00000.png,round,1,2
754,797,./trafficsigns_dataset\round\noentry\00840_00001.png,round,1,2
755,798,./trafficsigns_dataset\round\noentry\00840_00002.png,round,1,2
756,799,./trafficsigns_dataset\round\noentry\00843_00000.png,round,1,2
757,800,./trafficsigns_dataset\round\noentry\00843_00001.png,round,1,2
758,801,./trafficsigns_dataset\round\noentry\00843_00002.png,round,1,2
759,802,./trafficsigns_dataset\round\noentry\00878_00000.png,round,1,2
760,803,./trafficsigns_dataset\round\noentry\00878_00001.png,round,1,2
761,804,./trafficsigns_dataset\round\noentry\00878_00002.png,round,1,2
762,805,./trafficsigns_dataset\round\noentry\00882_00000.png,round,1,2
763,806,./trafficsigns_dataset\round\noentry\00882_00001.png,round,1,2
764,807,./trafficsigns_dataset\round\noentry\00882_00002.png,round,1,2
765,808,./trafficsigns_dataset\round\noentry\00883_00000.png,round,1,2
766,809,./trafficsigns_dataset\round\noentry\00883_00001.png,round,1,2
767,810,./trafficsigns_dataset\round\noentry\00883_00002.png,round,1,2
768,811,./trafficsigns_dataset\round\noentry\00888_00000.png,round,1,2
769,812,./trafficsigns_dataset\round\noentry\00888_00001.png,round,1,2
770,813,./trafficsigns_dataset\round\noentry\00888_00002.png,round,1,2
771,814,./trafficsigns_dataset\round\noentry\00891_00000.png,round,1,2
772,815,./trafficsigns_dataset\round\noentry\00891_00001.png,round,1,2
773,816,./trafficsigns_dataset\round\noentry\00891_00002.png,round,1,2
774,817,./trafficsigns_dataset\round\noentry\00892_00000.png,round,1,2
775,818,./trafficsigns_dataset\round\noentry\00892_00001.png,round,1,2
776,819,./trafficsigns_dataset\round\noentry\00892_00002.png,round,1,2
777,820,./trafficsigns_dataset\round\noentry\00895_00000.png,round,1,2
778,821,./trafficsigns_dataset\round\noentry\00895_00001.png,round,1,2
779,822,./trafficsigns_dataset\round\noentry\00895_00002.png,round,1,2
780,823,./trafficsigns_dataset\round\noentry\00896_00000.png,round,1,2
781,824,./trafficsigns_dataset\round\noentry\00896_00001.png,round,1,2
782,825,./trafficsigns_dataset\round\noentry\00896_00002.png,round,1,2
783,826,./trafficsigns_dataset\round\noentry\00905_00000.png,round,1,2
784,827,./trafficsigns_dataset\round\noentry\00905_00001.png,round,1,2
785,828,./trafficsigns_dataset\round\noentry\00905_00002.png,round,1,2
786,829,./trafficsigns_dataset\round\noentry\00907_00000.png,round,1,2
787,830,./trafficsigns_dataset\round\noentry\00907_00001.png,round,1,2
788,831,./trafficsigns_dataset\round\noentry\00907_00002.png,round,1,2
789,832,./trafficsigns_dataset\round\noentry\00907_00003.png,round,1,2
790,833,./trafficsigns_dataset\round\noentry\00925_00000.png,round,1,2
791,834,./trafficsigns_dataset\round\noentry\00925_00001.png,round,1,2
792,835,./trafficsigns_dataset\round\noentry\00925_00002.png,round,1,2
793,836,./trafficsigns_dataset\round\noentry\00926_00000.png,round,1,2
794,837,./trafficsigns_dataset\round\noentry\00926_00001.png,round,1,2
795,838,./trafficsigns_dataset\round\noentry\00929_00000.png,round,1,2
796,839,./trafficsigns_dataset\round\noentry\00929_00001.png,round,1,2
797,840,./trafficsigns_dataset\round\noentry\00929_00002.png,round,1,2
798,841,./trafficsigns_dataset\round\noentry\00932_00000.png,round,1,2
799,842,./trafficsigns_dataset\round\noentry\00932_00001.png,round,1,2
800,843,./trafficsigns_dataset\round\noentry\00932_00002.png,round,1,2
801,844,./trafficsigns_dataset\round\noentry\00936_00000.png,round,1,2
802,845,./trafficsigns_dataset\round\noentry\00936_00001.png,round,1,2
803,846,./trafficsigns_dataset\round\noentry\00936_00002.png,round,1,2
804,847,./trafficsigns_dataset\round\noentry\00939_00000.png,round,1,2
805,848,./trafficsigns_dataset\round\noentry\00939_00001.png,round,1,2
806,849,./trafficsigns_dataset\round\noentry\00939_00002.png,round,1,2
807,850,./trafficsigns_dataset\round\noentry\00946_00000.png,round,1,2
808,851,./trafficsigns_dataset\round\noentry\00946_00001.png,round,1,2
809,852,./trafficsigns_dataset\round\noentry\00946_00002.png,round,1,2
810,853,./trafficsigns_dataset\round\noentry\00954_00000.png,round,1,2
811,854,./trafficsigns_dataset\round\noentry\00954_00001.png,round,1,2
812,855,./trafficsigns_dataset\round\noentry\00954_00002.png,round,1,2
813,856,./trafficsigns_dataset\round\noentry\00956_00000.png,round,1,2
814,857,./trafficsigns_dataset\round\noentry\00956_00001.png,round,1,2
815,858,./trafficsigns_dataset\round\noentry\00956_00002.png,round,1,2
816,859,./trafficsigns_dataset\round\noentry\00956_00003.png,round,1,2
817,860,./trafficsigns_dataset\round\noentry\01014_00000.png,round,1,2
818,861,./trafficsigns_dataset\round\noentry\01014_00001.png,round,1,2
819,862,./trafficsigns_dataset\round\noentry\01014_00002.png,round,1,2
820,863,./trafficsigns_dataset\round\noentry\01014_00003.png,round,1,2
821,864,./trafficsigns_dataset\round\noentry\01015_00000.png,round,1,2
822,865,./trafficsigns_dataset\round\noentry\01015_00001.png,round,1,2
823,866,./trafficsigns_dataset\round\noentry\01015_00002.png,round,1,2
824,867,./trafficsigns_dataset\round\noentry\01033_00000.png,round,1,2
825,868,./trafficsigns_dataset\round\noentry\01033_00001.png,round,1,2
826,869,./trafficsigns_dataset\round\noentry\01033_00002.png,round,1,2
827,870,./trafficsigns_dataset\round\noentry\01042_00000.png,round,1,2
828,871,./trafficsigns_dataset\round\noentry\01042_00001.png,round,1,2
829,872,./trafficsigns_dataset\round\noentry\01042_00002.png,round,1,2
830,873,./trafficsigns_dataset\round\noentry\01043_00000.png,round,1,2
831,874,./trafficsigns_dataset\round\noentry\01043_00001.png,round,1,2
832,875,./trafficsigns_dataset\round\noentry\01043_00002.png,round,1,2
833,876,./trafficsigns_dataset\round\noentry\01044_00000.png,round,1,2
834,877,./trafficsigns_dataset\round\noentry\01044_00001.png,round,1,2
835,878,./trafficsigns_dataset\round\noentry\01044_00002.png,round,1,2
836,879,./trafficsigns_dataset\round\noentry\01046_00000.png,round,1,2
837,880,./trafficsigns_dataset\round\noentry\01046_00001.png,round,1,2
838,881,./trafficsigns_dataset\round\noentry\01046_00002.png,round,1,2
839,882,./trafficsigns_dataset\round\noentry\01047_00000.png,round,1,2
840,883,./trafficsigns_dataset\round\noentry\01047_00001.png,round,1,2
841,884,./trafficsigns_dataset\round\noentry\01047_00002.png,round,1,2
842,885,./trafficsigns_dataset\round\noentry\01051_00000.png,round,1,2
843,886,./trafficsigns_dataset\round\noentry\01051_00001.png,round,1,2
844,887,./trafficsigns_dataset\round\noentry\01051_00002.png,round,1,2
845,888,./trafficsigns_dataset\round\noentry\01053_00000.png,round,1,2
846,889,./trafficsigns_dataset\round\noentry\01053_00001.png,round,1,2
847,890,./trafficsigns_dataset\round\noentry\01053_00002.png,round,1,2
848,891,./trafficsigns_dataset\round\noentry\01054_00000.png,round,1,2
849,892,./trafficsigns_dataset\round\noentry\01054_00001.png,round,1,2
850,893,./trafficsigns_dataset\round\noentry\01054_00002.png,round,1,2
851,894,./trafficsigns_dataset\round\noentry\01055_00000.png,round,1,2
852,895,./trafficsigns_dataset\round\noentry\01055_00001.png,round,1,2
853,896,./trafficsigns_dataset\round\noentry\01055_00002.png,round,1,2
854,897,./trafficsigns_dataset\round\noentry\01057_00000.png,round,1,2
855,898,./trafficsigns_dataset\round\noentry\01057_00001.png,round,1,2
856,899,./trafficsigns_dataset\round\noentry\01057_00002.png,round,1,2
857,900,./trafficsigns_dataset\round\noentry\01064_00000.png,round,1,2
858,901,./trafficsigns_dataset\round\noentry\01064_00001.png,round,1,2
859,902,./trafficsigns_dataset\round\noentry\01064_00002.png,round,1,2
860,903,./trafficsigns_dataset\round\noentry\01065_00000.png,round,1,2
861,904,./trafficsigns_dataset\round\noentry\01065_00001.png,round,1,2
862,905,./trafficsigns_dataset\round\noentry\01065_00002.png,round,1,2
863,906,./trafficsigns_dataset\round\noentry\01066_00000.png,round,1,2
864,907,./trafficsigns_dataset\round\noentry\01066_00001.png,round,1,2
865,908,./trafficsigns_dataset\round\noentry\01066_00002.png,round,1,2
866,909,./trafficsigns_dataset\round\noentry\01067_00000.png,round,1,2
867,910,./trafficsigns_dataset\round\noentry\01067_00001.png,round,1,2
868,911,./trafficsigns_dataset\round\noentry\01067_00002.png,round,1,2
869,912,./trafficsigns_dataset\round\noentry\01073_00000.png,round,1,2
870,913,./trafficsigns_dataset\round\noentry\01073_00001.png,round,1,2
871,914,./trafficsigns_dataset\round\noentry\01073_00002.png,round,1,2
872,915,./trafficsigns_dataset\round\noentry\01074_00000.png,round,1,2
873,916,./trafficsigns_dataset\round\noentry\01074_00001.png,round,1,2
874,917,./trafficsigns_dataset\round\noentry\01074_00002.png,round,1,2
875,918,./trafficsigns_dataset\round\noentry\01084_00000.png,round,1,2
876,919,./trafficsigns_dataset\round\noentry\01084_00001.png,round,1,2
877,920,./trafficsigns_dataset\round\noentry\01084_00002.png,round,1,2
878,921,./trafficsigns_dataset\round\noentry\01092_00000.png,round,1,2
879,922,./trafficsigns_dataset\round\noentry\01092_00001.png,round,1,2
880,923,./trafficsigns_dataset\round\noentry\01092_00002.png,round,1,2
881,924,./trafficsigns_dataset\round\noentry\01099_00000.png,round,1,2
882,925,./trafficsigns_dataset\round\noentry\01099_00001.png,round,1,2
883,926,./trafficsigns_dataset\round\noentry\01099_00002.png,round,1,2
884,927,./trafficsigns_dataset\round\noentry\01105_00000.png,round,1,2
885,928,./trafficsigns_dataset\round\noentry\01105_00001.png,round,1,2
886,929,./trafficsigns_dataset\round\noentry\01105_00002.png,round,1,2
887,930,./trafficsigns_dataset\round\noentry\01113_00000.png,round,1,2
888,931,./trafficsigns_dataset\round\noentry\01113_00001.png,round,1,2
889,932,./trafficsigns_dataset\round\noentry\01113_00002.png,round,1,2
890,933,./trafficsigns_dataset\round\noentry\01113_00003.png,round,1,2
891,934,./trafficsigns_dataset\round\noentry\01118_00000.png,round,1,2
892,935,./trafficsigns_dataset\round\noentry\01118_00001.png,round,1,2
893,936,./trafficsigns_dataset\round\noentry\01119_00000.png,round,1,2
894,937,./trafficsigns_dataset\round\noentry\01119_00001.png,round,1,2
895,938,./trafficsigns_dataset\round\noentry\01119_00002.png,round,1,2
896,939,./trafficsigns_dataset\round\noentry\01137_00000.png,round,1,2
897,940,./trafficsigns_dataset\round\noentry\01137_00001.png,round,1,2
898,941,./trafficsigns_dataset\round\noentry\01140_00000.png,round,1,2
899,942,./trafficsigns_dataset\round\noentry\01140_00001.png,round,1,2
900,943,./trafficsigns_dataset\round\noentry\01146_00000.png,round,1,2
901,944,./trafficsigns_dataset\round\noentry\01146_00001.png,round,1,2
902,945,./trafficsigns_dataset\round\noentry\01146_00002.png,round,1,2
903,946,./trafficsigns_dataset\round\noentry\01149_00000.png,round,1,2
904,947,./trafficsigns_dataset\round\noentry\01149_00001.png,round,1,2
905,948,./trafficsigns_dataset\round\noentry\01149_00002.png,round,1,2
906,949,./trafficsigns_dataset\round\noentry\01150_00000.png,round,1,2
907,950,./trafficsigns_dataset\round\noentry\01150_00001.png,round,1,2
908,951,./trafficsigns_dataset\round\noentry\01150_00002.png,round,1,2
909,952,./trafficsigns_dataset\round\noentry\01155_00000.png,round,1,2
910,953,./trafficsigns_dataset\round\noentry\01155_00001.png,round,1,2
911,954,./trafficsigns_dataset\round\noentry\01155_00002.png,round,1,2
912,955,./trafficsigns_dataset\round\noentry\01156_00000.png,round,1,2
913,956,./trafficsigns_dataset\round\noentry\01156_00001.png,round,1,2
914,957,./trafficsigns_dataset\round\noentry\01156_00002.png,round,1,2
915,958,./trafficsigns_dataset\round\noentry\01168_00000.png,round,1,2
916,959,./trafficsigns_dataset\round\noentry\01168_00001.png,round,1,2
917,960,./trafficsigns_dataset\round\noentry\01168_00002.png,round,1,2
918,961,./trafficsigns_dataset\round\noentry\01169_00000.png,round,1,2
919,962,./trafficsigns_dataset\round\noentry\01169_00001.png,round,1,2
920,963,./trafficsigns_dataset\round\noentry\01169_00002.png,round,1,2
921,964,./trafficsigns_dataset\round\noentry\01171_00000.png,round,1,2
922,965,./trafficsigns_dataset\round\noentry\01171_00001.png,round,1,2
923,966,./trafficsigns_dataset\round\noentry\01171_00002.png,round,1,2
924,967,./trafficsigns_dataset\round\noentry\01171_00003.png,round,1,2
925,968,./trafficsigns_dataset\round\noentry\01173_00000.png,round,1,2
926,969,./trafficsigns_dataset\round\noentry\01173_00001.png,round,1,2
927,970,./trafficsigns_dataset\round\noentry\01173_00002.png,round,1,2
928,971,./trafficsigns_dataset\round\noentry\01210_00000.png,round,1,2
929,972,./trafficsigns_dataset\round\noentry\01210_00001.png,round,1,2
930,973,./trafficsigns_dataset\round\noentry\01210_00002.png,round,1,2
931,974,./trafficsigns_dataset\round\noentry\01213_00000.png,round,1,2
932,975,./trafficsigns_dataset\round\noentry\01213_00001.png,round,1,2
933,976,./trafficsigns_dataset\round\noentry\01213_00002.png,round,1,2
934,977,./trafficsigns_dataset\round\noentry\01221_00000.png,round,1,2
935,978,./trafficsigns_dataset\round\noentry\01221_00001.png,round,1,2
936,979,./trafficsigns_dataset\round\noentry\01221_00002.png,round,1,2
937,980,./trafficsigns_dataset\round\noentry\01224_00000.png,round,1,2
938,981,./trafficsigns_dataset\round\noentry\01224_00001.png,round,1,2
939,982,./trafficsigns_dataset\round\noentry\01224_00002.png,round,1,2
940,983,./trafficsigns_dataset\round\noentry\01245_00000.png,round,1,2
941,984,./trafficsigns_dataset\round\noentry\01245_00001.png,round,1,2
942,985,./trafficsigns_dataset\round\noentry\01245_00002.png,round,1,2
943,986,./trafficsigns_dataset\round\noentry\01246_00000.png,round,1,2
944,987,./trafficsigns_dataset\round\noentry\01246_00001.png,round,1,2
945,988,./trafficsigns_dataset\round\noentry\01246_00002.png,round,1,2
946,989,./trafficsigns_dataset\round\noentry\01250_00000.png,round,1,2
947,990,./trafficsigns_dataset\round\noentry\01250_00001.png,round,1,2
948,991,./trafficsigns_dataset\round\noentry\01250_00002.png,round,1,2
949,992,./trafficsigns_dataset\round\noentry\01251_00000.png,round,1,2
950,993,./trafficsigns_dataset\round\noentry\01251_00001.png,round,1,2
951,994,./trafficsigns_dataset\round\noentry\01251_00002.png,round,1,2
952,995,./trafficsigns_dataset\round\noentry\01252_00000.png,round,1,2
953,996,./trafficsigns_dataset\round\noentry\01252_00001.png,round,1,2
954,997,./trafficsigns_dataset\round\noentry\01252_00002.png,round,1,2
955,998,./trafficsigns_dataset\round\noentry\01255_00000.png,round,1,2
956,999,./trafficsigns_dataset\round\noentry\01255_00001.png,round,1,2
957,1000,./trafficsigns_dataset\round\noentry\01255_00002.png,round,1,2
958,1001,./trafficsigns_dataset\round\noentry\01265_00000.png,round,1,2
959,1002,./trafficsigns_dataset\round\noentry\01265_00001.png,round,1,2
960,1003,./trafficsigns_dataset\round\noentry\01265_00002.png,round,1,2
961,1004,./trafficsigns_dataset\round\noentry\01268_00000.png,round,1,2
962,1005,./trafficsigns_dataset\round\noentry\01268_00001.png,round,1,2
963,1006,./trafficsigns_dataset\round\noentry\01268_00002.png,round,1,2
964,1007,./trafficsigns_dataset\round\noentry\01289_00000.png,round,1,2
965,1008,./trafficsigns_dataset\round\noentry\01289_00001.png,round,1,2
966,1009,./trafficsigns_dataset\round\noentry\01289_00002.png,round,1,2
967,1010,./trafficsigns_dataset\round\noentry\01292_00000.png,round,1,2
968,1011,./trafficsigns_dataset\round\noentry\01292_00001.png,round,1,2
969,1012,./trafficsigns_dataset\round\noentry\01292_00002.png,round,1,2
970,1013,./trafficsigns_dataset\round\noentry\01295_00000.png,round,1,2
971,1014,./trafficsigns_dataset\round\noentry\01295_00001.png,round,1,2
972,1015,./trafficsigns_dataset\round\noentry\01295_00002.png,round,1,2
973,1016,./trafficsigns_dataset\round\noentry\01302_00000.png,round,1,2
974,1017,./trafficsigns_dataset\round\noentry\01302_00001.png,round,1,2
975,1018,./trafficsigns_dataset\round\noentry\01302_00002.png,round,1,2
976,1019,./trafficsigns_dataset\round\noentry\01303_00000.png,round,1,2
977,1020,./trafficsigns_dataset\round\noentry\01303_00001.png,round,1,2
978,1021,./trafficsigns_dataset\round\noentry\01303_00002.png,round,1,2
979,1022,./trafficsigns_dataset\round\noentry\01312_00000.png,round,1,2
980,1023,./trafficsigns_dataset\round\noentry\01312_00001.png,round,1,2
981,1024,./trafficsigns_dataset\round\noentry\01312_00002.png,round,1,2
982,1025,./trafficsigns_dataset\round\noentry\01367_00000.png,round,1,2
983,1026,./trafficsigns_dataset\round\noentry\01367_00001.png,round,1,2
984,1027,./trafficsigns_dataset\round\noentry\01367_00002.png,round,1,2
985,1028,./trafficsigns_dataset\round\noentry\01421_00000.png,round,1,2
986,1029,./trafficsigns_dataset\round\noentry\01421_00001.png,round,1,2
987,1030,./trafficsigns_dataset\round\noentry\01421_00002.png,round,1,2
988,1031,./trafficsigns_dataset\round\noentry\01424_00000.png,round,1,2
989,1032,./trafficsigns_dataset\round\noentry\01424_00001.png,round,1,2
990,1033,./trafficsigns_dataset\round\noentry\01424_00002.png,round,1,2
991,1034,./trafficsigns_dataset\round\noentry\01453_00000.png,round,1,2
992,1035,./trafficsigns_dataset\round\noentry\01470_00000.png,round,1,2
993,1036,./trafficsigns_dataset\round\noentry\01470_00001.png,round,1,2
994,1037,./trafficsigns_dataset\round\noentry\01470_00002.png,round,1,2
995,1038,./trafficsigns_dataset\round\noentry\01480_00000.png,round,1,2
996,1039,./trafficsigns_dataset\round\noentry\01480_00001.png,round,1,2
997,1040,./trafficsigns_dataset\round\noentry\01480_00002.png,round,1,2
998,1041,./trafficsigns_dataset\round\noentry\01493_00000.png,round,1,2
999,1042,./trafficsigns_dataset\round\noentry\01493_00001.png,round,1,2
1000,1043,./trafficsigns_dataset\round\noentry\01493_00002.png,round,1,2
1001,1044,./trafficsigns_dataset\round\noentry\01523_00000.png,round,1,2
1002,1045,./trafficsigns_dataset\round\noentry\01523_00001.png,round,1,2
1003,1046,./trafficsigns_dataset\round\noentry\01523_00002.png,round,1,2
1004,1047,./trafficsigns_dataset\round\noentry\01527_00000.png,round,1,2
1005,1048,./trafficsigns_dataset\round\noentry\01527_00001.png,round,1,2
1006,1049,./trafficsigns_dataset\round\noentry\01527_00002.png,round,1,2
1007,1050,./trafficsigns_dataset\round\noentry\01546_00000.png,round,1,2
1008,1051,./trafficsigns_dataset\round\noentry\01546_00001.png,round,1,2
1009,1052,./trafficsigns_dataset\round\noentry\01546_00002.png,round,1,2
1010,1053,./trafficsigns_dataset\round\noentry\01550_00000.png,round,1,2
1011,1054,./trafficsigns_dataset\round\noentry\01550_00001.png,round,1,2
1012,1055,./trafficsigns_dataset\round\noentry\01550_00002.png,round,1,2
1013,1056,./trafficsigns_dataset\round\noentry\01560_00000.png,round,1,2
1014,1057,./trafficsigns_dataset\round\noentry\01560_00001.png,round,1,2
1015,1058,./trafficsigns_dataset\round\noentry\01560_00002.png,round,1,2
1016,1059,./trafficsigns_dataset\round\noentry\01620_00000.png,round,1,2
1017,1060,./trafficsigns_dataset\round\noentry\01620_00001.png,round,1,2
1018,1061,./trafficsigns_dataset\round\noentry\01620_00002.png,round,1,2
1019,1062,./trafficsigns_dataset\round\noentry\01626_00000.png,round,1,2
1020,1063,./trafficsigns_dataset\round\noentry\01626_00001.png,round,1,2
1021,1064,./trafficsigns_dataset\round\noentry\01626_00002.png,round,1,2
1022,1065,./trafficsigns_dataset\round\noentry\01627_00000.png,round,1,2
1023,1066,./trafficsigns_dataset\round\noentry\01627_00001.png,round,1,2
1024,1067,./trafficsigns_dataset\round\noentry\01627_00002.png,round,1,2
1025,1068,./trafficsigns_dataset\round\noentry\01633_00000.png,round,1,2
1026,1069,./trafficsigns_dataset\round\noentry\01633_00001.png,round,1,2
1027,1070,./trafficsigns_dataset\round\noentry\01633_00002.png,round,1,2
1028,1071,./trafficsigns_dataset\round\noentry\01636_00000.png,round,1,2
1029,1072,./trafficsigns_dataset\round\noentry\01636_00001.png,round,1,2
1030,1073,./trafficsigns_dataset\round\noentry\01636_00002.png,round,1,2
1031,1074,./trafficsigns_dataset\round\noentry\01639_00000.png,round,1,2
1032,1075,./trafficsigns_dataset\round\noentry\01639_00001.png,round,1,2
1033,1076,./trafficsigns_dataset\round\noentry\01639_00002.png,round,1,2
1034,1077,./trafficsigns_dataset\round\noentry\01644_00000.png,round,1,2
1035,1078,./trafficsigns_dataset\round\noentry\01644_00001.png,round,1,2
1036,1079,./trafficsigns_dataset\round\noentry\01644_00002.png,round,1,2
1037,1080,./trafficsigns_dataset\round\noentry\01655_00000.png,round,1,2
1038,1081,./trafficsigns_dataset\round\noentry\01655_00001.png,round,1,2
1039,1082,./trafficsigns_dataset\round\noentry\01655_00002.png,round,1,2
1040,1083,./trafficsigns_dataset\round\noentry\01660_00000.png,round,1,2
1041,1084,./trafficsigns_dataset\round\noentry\01660_00001.png,round,1,2
1042,1085,./trafficsigns_dataset\round\noentry\01660_00002.png,round,1,2
1043,1086,./trafficsigns_dataset\round\noentry\01665_00000.png,round,1,2
1044,1087,./trafficsigns_dataset\round\noentry\01665_00001.png,round,1,2
1045,1088,./trafficsigns_dataset\round\noentry\01665_00002.png,round,1,2
1046,1089,./trafficsigns_dataset\round\noentry\01668_00000.png,round,1,2
1047,1090,./trafficsigns_dataset\round\noentry\01668_00001.png,round,1,2
1048,1091,./trafficsigns_dataset\round\noentry\01668_00002.png,round,1,2
1049,1092,./trafficsigns_dataset\round\noentry\01671_00000.png,round,1,2
1050,1093,./trafficsigns_dataset\round\noentry\01671_00001.png,round,1,2
1051,1094,./trafficsigns_dataset\round\noentry\01671_00002.png,round,1,2
1052,1095,./trafficsigns_dataset\round\noentry\01676_00000.png,round,1,2
1053,1096,./trafficsigns_dataset\round\noentry\01676_00001.png,round,1,2
1054,1097,./trafficsigns_dataset\round\noentry\01676_00002.png,round,1,2
1055,1098,./trafficsigns_dataset\round\noentry\01683_00000.png,round,1,2
1056,1099,./trafficsigns_dataset\round\noentry\01683_00001.png,round,1,2
1057,1100,./trafficsigns_dataset\round\noentry\01683_00002.png,round,1,2
1058,1101,./trafficsigns_dataset\round\noentry\01696_00000.png,round,1,2
1059,1102,./trafficsigns_dataset\round\noentry\01696_00001.png,round,1,2
1060,1103,./trafficsigns_dataset\round\noentry\01696_00002.png,round,1,2
1061,1104,./trafficsigns_dataset\round\noentry\01712_00000.png,round,1,2
1062,1105,./trafficsigns_dataset\round\noentry\01712_00001.png,round,1,2
1063,1106,./trafficsigns_dataset\round\noentry\01712_00002.png,round,1,2
1064,1107,./trafficsigns_dataset\round\noentry\01786_00000.png,round,1,2
1065,1108,./trafficsigns_dataset\round\noentry\01786_00001.png,round,1,2
1066,1109,./trafficsigns_dataset\round\noentry\01786_00002.png,round,1,2
1067,1110,./trafficsigns_dataset\round\noparking\00022_00000.png,round,1,2
1068,1111,./trafficsigns_dataset\round\noparking\00022_00001.png,round,1,2
1069,1112,./trafficsigns_dataset\round\noparking\00022_00002.png,round,1,2
1070,1113,./trafficsigns_dataset\round\noparking\00030_00000.png,round,1,2
1071,1114,./trafficsigns_dataset\round\noparking\00030_00001.png,round,1,2
1072,1115,./trafficsigns_dataset\round\noparking\00448_00000.png,round,1,2
1073,1116,./trafficsigns_dataset\round\noparking\00448_00001.png,round,1,2
1074,1117,./trafficsigns_dataset\round\noparking\00448_00002.png,round,1,2
1075,1118,./trafficsigns_dataset\round\noparking\00452_00000.png,round,1,2
1076,1119,./trafficsigns_dataset\round\noparking\00452_00001.png,round,1,2
1077,1120,./trafficsigns_dataset\round\noparking\00452_00002.png,round,1,2
1078,1121,./trafficsigns_dataset\round\noparking\00460_00000.png,round,1,2
1079,1122,./trafficsigns_dataset\round\noparking\00460_00001.png,round,1,2
1080,1123,./trafficsigns_dataset\round\noparking\00460_00002.png,round,1,2
1081,1124,./trafficsigns_dataset\round\noparking\00464_00000.png,round,1,2
1082,1125,./trafficsigns_dataset\round\noparking\00464_00001.png,round,1,2
1083,1126,./trafficsigns_dataset\round\noparking\00464_00002.png,round,1,2
1084,1127,./trafficsigns_dataset\round\noparking\00479_00000.png,round,1,2
1085,1128,./trafficsigns_dataset\round\noparking\00479_00001.png,round,1,2
1086,1129,./trafficsigns_dataset\round\noparking\00479_00002.png,round,1,2
1087,1130,./trafficsigns_dataset\round\noparking\00525_00000.png,round,1,2
1088,1131,./trafficsigns_dataset\round\noparking\00525_00001.png,round,1,2
1089,1132,./trafficsigns_dataset\round\noparking\00525_00002.png,round,1,2
1090,1133,./trafficsigns_dataset\round\noparking\00530_00000.png,round,1,2
1091,1134,./trafficsigns_dataset\round\noparking\00530_00001.png,round,1,2
1092,1135,./trafficsigns_dataset\round\noparking\00530_00002.png,round,1,2
1093,1136,./trafficsigns_dataset\round\noparking\00543_00000.png,round,1,2
1094,1137,./trafficsigns_dataset\round\noparking\00543_00001.png,round,1,2
1095,1138,./trafficsigns_dataset\round\noparking\00543_00002.png,round,1,2
1096,1139,./trafficsigns_dataset\round\noparking\00706_00000.png,round,1,2
1097,1140,./trafficsigns_dataset\round\noparking\00706_00001.png,round,1,2
1098,1141,./trafficsigns_dataset\round\noparking\00706_00002.png,round,1,2
